filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
genrenew30\ghazal\gz63.mp3,0.23453549,0.08736508,0.11844106,0.004030598,1685.009391,346654.8721,2160.150177,338503.1565,3576.670039,3624205.58,0.066910404,0.000535169,-3.25E-06,0.015082247,3.14E-06,0.000805043,135.9991776,-172.67014,2608.7708,124.29379,764.97955,7.543764,370.57153,15.280184,210.20457,12.222209,98.21557,-3.061378,73.94296,-11.70853,110.043076,-0.8995531,61.681,-6.853442,55.797703,1.0046393,75.6518,-9.04872,85.96118,3.024259,106.577644,-0.57892185,105.4003,1.5856181,86.92679,-0.7293888,98.894905,1.4918572,128.86868,-5.2938023,116.502686,-1.1483438,99.756615,-6.0810857,94.715385,-5.1468606,101.592865,ghazal
genrenew30\ghazal\gz64.mp3,0.28855142,0.08774932,0.11215159,0.001539809,1761.236292,418573.2586,2226.24853,294449.2282,3658.577877,3722182.257,0.077519184,0.001471433,-8.96E-06,0.009929595,-7.80E-05,0.00115013,135.9991776,-152.8872,2110.9456,122.45182,1027.524,7.458138,384.54456,16.301857,192.70457,14.44808,217.40266,0.64534503,74.81925,-13.8386135,92.52565,-1.4213679,80.795845,-7.610908,119.49603,0.68424165,79.85878,-6.3612456,87.95218,1.9922748,84.63797,-4.640553,54.140396,-0.17532618,68.3288,-1.7236422,50.979454,5.438096,52.12723,-6.212799,49.72547,-4.1954336,39.123478,-8.054467,32.557358,-2.207662,41.707626,ghazal
genrenew30\ghazal\gz65.mp3,0.28148192,0.09221779,0.10614975,0.001458477,1567.378976,411827.6692,2157.513532,328334.6272,3345.671436,3855799.894,0.057717338,0.001224693,9.31E-07,0.009055026,2.26E-05,0.001031329,135.9991776,-178.38335,2223.5298,131.39626,883.68036,16.18145,303.1598,15.364244,254.9658,9.221751,192.69685,0.9869348,70.62599,-12.954688,85.42836,-1.951595,73.84947,-10.670343,58.975994,2.0292969,52.136864,-2.7741868,106.12892,2.9067779,63.4635,-3.0187473,50.456493,0.96424717,57.03279,-1.3491217,48.91887,3.0407019,27.296995,-8.7487545,34.24305,-3.1973767,33.888878,-6.5554304,31.324411,-2.512634,45.843567,ghazal
genrenew30\ghazal\gz66.mp3,0.26489025,0.090451986,0.09887233,0.00162415,1884.399404,1401034.815,2388.071876,570506.6576,3991.442531,7639488.169,0.070860872,0.004080106,5.65E-06,0.009153045,2.47E-05,0.00072084,83.35433468,-206.8335,3862.6348,124.3101,1334.591,35.35087,1270.6014,11.729078,257.76666,3.8443668,188.22502,-1.5062047,105.97131,-5.5007343,191.76913,0.13245271,123.86655,-7.8014235,108.14256,-1.7104704,76.61825,1.3048521,87.86274,4.3230615,63.43663,0.8183741,67.94406,1.9410871,81.95691,-1.5922279,75.4714,-2.001538,80.32108,-0.39492702,88.59564,0.38492727,88.86264,6.9107237,137.79053,-0.055719618,108.147285,ghazal
genrenew30\ghazal\gz67.mp3,0.26752535,0.08654539,0.1077655,0.000965587,1551.663317,563522.9476,2077.566044,411681.271,3261.221947,5048478.877,0.063629623,0.001508405,6.26E-06,0.009685021,2.35E-05,0.000997513,172.265625,-188.0789,2029.6583,133.10019,850.1245,13.594,568.7132,16.86531,241.7814,-1.7259072,158.73917,-0.5613644,120.84619,0.097152755,162.24734,-3.396301,113.332794,-6.934892,118.80998,3.353159,197.84825,3.0322084,126.88203,4.4078717,81.222176,4.4014664,89.487595,4.607626,85.35077,-2.9119911,93.36938,-0.1788881,124.50641,-1.2572113,120.824,-1.468595,79.239296,-1.1709111,102.85671,-2.9821267,96.60257,ghazal
genrenew30\ghazal\gz68.mp3,0.3042539,0.08783953,0.111581415,0.001408776,1414.010025,810100.5266,1970.973158,510631.4304,2855.541066,5659961.868,0.058879085,0.003433087,-1.37E-06,0.010365927,-8.66E-05,0.001161893,172.265625,-206.65678,5377.918,142.34618,1189.8872,28.349325,773.8302,19.709856,323.14407,1.2783946,209.3709,0.5225,108.2667,0.8852978,111.56506,-1.4274831,110.47836,-5.7554746,93.87257,-0.72723716,91.97076,5.446343,114.62743,8.822621,137.09012,0.45470545,109.421005,1.9064193,71.39399,-4.340554,89.46748,-1.5280148,85.30578,-3.4169636,92.361694,-1.7141075,75.861015,4.733702,97.86446,-6.8010283,92.99732,ghazal
genrenew30\ghazal\gz69.mp3,0.30018312,0.08763142,0.11753668,0.00155394,1476.105987,682628.1374,2157.622537,479609.6702,3125.764432,6045936.108,0.052082452,0.001233908,9.47E-07,0.011235975,-6.94E-05,0.001267186,172.265625,-193.80005,2803.2607,136.00508,1059.2183,32.542835,389.02713,21.315632,206.54588,5.6366725,232.94202,1.9785691,101.08405,0.67390454,117.08579,-1.530173,144.03583,-8.220309,83.70399,0.4030995,70.5766,2.6400785,95.89077,1.6180058,76.77895,-2.2911146,74.46689,1.3848153,55.675957,-1.4928339,67.71915,-0.07038508,64.93923,-2.6268861,66.94488,-2.109209,64.10557,5.5090632,75.90304,-5.2945623,90.20935,ghazal
genrenew30\ghazal\gz70.mp3,0.27436268,0.090444624,0.09938883,0.002246318,2385.858194,1253907.302,2441.591519,427495.545,5033.727895,5171556.465,0.107670173,0.007303653,-2.49E-06,0.009242274,-3.55E-05,0.001033651,151.9990809,-163.21866,2067.823,92.45253,1193.6149,-3.8272574,884.15015,24.599154,269.0411,9.927271,193.34474,5.3791275,96.40481,-3.4348228,118.25634,1.4297236,100.792244,-10.408164,78.723076,-0.36217073,90.3427,-10.004473,92.31134,-1.2456256,60.649017,-4.6871724,70.712204,1.8305067,73.573784,-5.175243,75.39307,0.32014263,58.914303,-9.170958,74.26546,-1.2058762,94.18692,-6.52859,90.87397,2.4274795,84.74582,ghazal
genrenew30\ghazal\gz71.mp3,0.35126442,0.091596104,0.15054108,0.001608612,2013.898854,852813.7137,2477.74965,430127.5114,4728.946405,4666606.861,0.067690445,0.001874787,-4.21E-06,0.01765797,-4.48E-05,0.002019733,151.9990809,-139.285,1927.1194,100.72863,1242.767,14.501543,513.88574,37.20975,206.92947,15.594579,205.08896,15.498863,67.71987,7.508405,82.20174,8.441436,108.10303,1.7889495,106.69949,7.829813,112.540245,2.30262,99.56406,2.8851397,65.43652,-0.54691124,74.42347,3.3435874,52.386173,-1.7361928,69.639824,4.238246,38.778522,-7.316154,58.84599,2.7284276,57.733383,-3.1518846,60.741497,2.5563738,83.328545,ghazal
genrenew30\ghazal\gz72.mp3,0.30067632,0.08787413,0.10708854,0.001666964,2306.974493,683218.393,2578.458125,198858.5919,5129.093985,3199475.954,0.094903054,0.003818047,-8.39E-07,0.009239525,9.58E-06,0.001546994,161.4990234,-142.30173,2191.8723,87.3605,776.98224,13.192966,291.8321,35.293186,202.51799,11.282919,204.27078,2.7671487,66.23243,-2.861137,88.37321,2.1425786,91.097466,-6.6000915,111.37219,4.071162,70.110634,-4.334036,130.17616,-1.1872702,64.211624,-4.8850684,57.3471,-4.0408607,64.936775,-4.7294455,69.461624,-0.7078179,38.07057,-8.828619,74.78788,-0.5578432,67.28368,-5.3388624,66.30141,1.7886117,105.7791,ghazal
genrenew30\ghazal\gz73.mp3,0.30878183,0.086173706,0.09265518,0.001110154,2302.829616,774136.8801,2496.559166,243644.2971,4904.445343,3637036.706,0.10585159,0.003733245,3.58E-06,0.00630766,-1.12E-05,0.001499097,161.4990234,-160.89133,3965.4272,89.06614,940.05206,13.503628,815.4554,35.95039,211.94685,12.046536,184.77048,2.6618474,81.7734,-5.4159746,123.11987,2.8731172,83.06995,-3.2086277,120.5717,4.2721148,118.59738,-5.2342257,116.90879,1.5649741,105.34075,-3.2308073,104.03373,-0.20332983,119.33141,-3.572329,98.998344,1.0976889,74.769264,-5.6829443,89.59676,-0.56913346,79.394135,-5.932947,151.14069,-1.6606455,130.51646,ghazal
genrenew30\ghazal\gz74.mp3,0.31759322,0.089706816,0.09673154,0.001440538,2272.446879,872336.3713,2578.040436,263664.9323,5075.752641,3931406.13,0.090695975,0.004314339,-3.46E-06,0.006843385,-5.74E-05,0.001622965,161.4990234,-158.16753,2639.1753,88.95513,930.72375,14.564568,404.77817,37.82486,196.36243,18.10593,210.75,4.1461706,86.296585,-4.664448,116.48032,-0.94074506,110.898315,-5.3835845,84.98987,4.1893682,89.128654,-5.5428023,77.818665,-0.40005407,83.084335,-3.7251604,59.395172,-1.635697,50.017426,-4.326287,58.41151,1.0430075,52.133495,-7.8120675,68.183464,0.23453893,80.076744,-4.232742,90.47594,3.1202831,76.36396,ghazal
genrenew30\ghazal\gz75.mp3,0.30328217,0.09073189,0.10723056,0.001479117,1866.831032,637000.4865,2340.368948,342632.6481,4202.624587,4114100.434,0.061532508,0.001243034,-2.55E-06,0.00876409,-3.84E-05,0.001644171,161.4990234,-166.66951,2864.0088,108.42477,1008.0298,11.011509,429.88806,36.40371,220.18668,12.507117,258.7609,2.1147609,109.51283,-1.345564,120.79954,-1.4088606,108.1875,-8.330157,71.19399,-0.4193207,96.05767,-2.150583,116.64874,1.9805166,73.77628,-3.2744935,81.381714,-1.690931,65.045456,-4.2315044,63.55903,1.0954593,47.099617,-8.74208,67.37554,-1.6445887,65.08528,-4.533614,69.85536,2.6584103,94.449554,ghazal
genrenew30\ghazal\gz76.mp3,0.25883582,0.085457884,0.077022284,0.001463331,1813.059341,351588.8786,2144.354631,288598.9775,3771.077197,3083767.225,0.085321102,0.000781882,-4.87E-06,0.005823259,-3.49E-05,0.000486756,151.9990809,-181.99612,1469.2861,119.34247,941.2687,-8.058518,241.19176,13.024202,194.95825,6.083346,152.33833,8.20225,60.34554,2.0986123,124.97146,2.0995018,95.74295,-11.925917,92.3988,3.1927822,86.08422,-10.631482,125.52264,-0.9300813,91.3485,-7.2990956,80.67259,-4.047872,67.074875,-3.3889947,68.69825,0.8377035,45.901306,-4.0777326,51.80885,0.24801794,52.50965,-8.864347,46.91624,-4.941702,65.01159,ghazal
genrenew30\ghazal\gz77.mp3,0.23189205,0.09063892,0.09699157,0.001573834,1757.859079,362523.3413,2128.527099,307496.2558,3691.244346,3448487.515,0.076076637,0.000983262,-7.02E-07,0.00856412,4.34E-05,0.000739932,151.9990809,-184.81357,1965.0515,119.46644,902.59784,-2.664785,260.00146,8.599254,475.68692,0.42994505,123.87985,0.7407217,102.28652,-6.3476844,164.55414,6.840145,208.85106,-7.0054483,108.536255,1.8708808,79.948166,-8.27706,176.89745,-6.6025276,166.54813,-12.343486,94.13195,-2.318029,114.12423,-0.90003186,88.74089,2.2282717,56.183025,-1.4261423,75.828384,-3.467258,62.192814,-10.074605,58.452206,-2.3727639,63.978237,ghazal
genrenew30\ghazal\gz78.mp3,0.3021673,0.08615968,0.08136082,0.00106172,1741.253926,480608.8783,2158.715535,406247.6063,3863.009974,4092138.722,0.070257701,0.000867709,-1.64E-06,0.005227189,2.84E-06,0.000754191,161.4990234,-175.02856,1606.1194,124.05252,1251.143,3.6197076,298.9561,24.413645,112.78453,4.5912714,106.51005,9.033557,57.90436,-5.8295884,113.24345,-1.8765502,69.98688,-11.580296,62.25953,-0.52054304,57.87899,-4.6064315,66.7494,-3.1809165,76.57773,-9.889447,55.372345,-4.1109934,46.747047,-3.2858377,52.035786,-1.3543438,43.084976,-4.4066114,45.765182,-1.5030239,58.982822,-4.5297136,52.998936,-1.2256483,74.473465,ghazal
genrenew30\ghazal\gz79.mp3,0.295325,0.09028132,0.10525423,0.001797873,1343.449506,223272.0313,1789.306812,164935.0013,2636.509057,1641554.786,0.053975486,0.000712401,-5.39E-06,0.009668059,-4.28E-05,0.000960778,161.4990234,-176.81873,1893.5674,142.74382,765.3786,-4.107802,183.51239,23.667673,155.3297,2.2102764,124.32238,11.990478,65.709595,-6.518956,97.93347,-2.05902,67.64545,-10.239769,72.71493,2.4605687,56.280422,-3.9140372,57.582268,-1.6863033,67.74328,-8.044789,50.357094,-4.0869236,55.944527,-1.5506818,67.07059,0.30020046,34.59927,-7.197326,49.54305,-4.8331013,42.885662,-6.282777,36.177395,-3.1368437,46.0753,ghazal
genrenew30\ghazal\gz80.mp3,0.23886928,0.08803983,0.09101785,0.002080661,1838.053744,381452.1619,2201.593092,327594.413,3910.876351,3592546.542,0.078687733,0.000817379,8.75E-07,0.008194104,3.87E-06,0.000641759,161.4990234,-181.60773,2045.4388,117.06498,1013.7381,-1.1587175,239.01157,7.558711,289.14536,1.2695845,92.437744,1.2466,89.33133,-3.2107644,119.29576,5.6302185,198.94878,-9.259223,92.83531,1.5732678,69.77802,-8.018026,159.75983,-7.6386237,151.96997,-11.221204,96.982346,-1.940058,102.74518,-0.15315518,97.15556,2.9159124,45.439068,-1.1640108,66.00374,-2.7868104,66.7697,-9.0625515,57.418495,-2.3107162,73.495514,ghazal
genrenew30\ghazal\gz81.mp3,0.3214878,0.08616681,0.07071884,0.00120283,1311.828213,232138.6065,1788.743798,154011.3136,2718.27523,1314888.392,0.048389352,0.000681095,-4.38E-06,0.004483058,-2.17E-05,0.000488783,78.30255682,-219.28299,2688.687,139.16194,599.936,-4.0462255,268.27048,35.67448,110.55706,2.886566,108.80609,12.537473,74.72814,-7.1946535,59.48302,-1.1571391,85.4139,-4.6658125,84.121506,-3.6225307,74.43347,-3.9927688,73.92208,-1.7041306,53.059536,-5.970932,40.24754,-5.4743915,38.936024,-4.529838,40.871292,1.0204021,33.069878,-4.4097166,44.580524,-0.6754866,36.456257,-6.5451865,38.090393,-2.663123,44.312492,ghazal
genrenew30\ghazal\gz82.mp3,0.28575602,0.084579274,0.09247761,0.002352814,1852.648023,487510.4676,2218.433359,307708.7505,4126.475048,3168746.575,0.081366099,0.002389597,-3.17E-06,0.008114914,9.06E-06,0.000842663,161.4990234,-168.42218,2253.4954,112.49757,1120.5592,8.01436,317.77408,28.806229,112.492165,-1.5004127,92.741486,8.161456,60.885574,-10.641469,78.29572,-4.179769,82.18993,-6.3572025,50.7552,-5.2258697,60.22622,-3.2144954,87.66375,-0.718028,57.884407,-4.8937836,47.137512,-0.52658796,82.59447,-1.7365288,74.34024,2.129456,47.91472,-4.598602,74.11601,0.27740157,77.78351,-4.708306,50.870068,-5.0459657,68.13322,ghazal
genrenew30\ghazal\gz83.mp3,0.30328566,0.088999495,0.07444651,0.000997361,1311.479117,177264.359,1739.157539,121239.6858,2648.692317,1073313.047,0.052779348,0.000665064,-3.28E-06,0.004507868,-4.44E-05,0.000605799,151.9990809,-210.53943,2104.5593,141.50368,601.23206,-9.218861,173.58395,34.0693,126.36796,2.2696915,117.28541,15.103932,50.940075,-6.0613546,59.665127,-3.7409914,75.3147,-8.51802,49.87897,-7.946426,61.187828,-3.9333994,77.794136,0.58111036,53.794167,-4.146191,50.242096,-7.441369,45.939,-5.9014616,52.74013,0.8205455,44.48751,-4.8322043,51.19163,-0.1126032,46.587738,-4.7048674,42.649822,1.0879859,71.40597,ghazal
genrenew30\ghazal\gz84.mp3,0.29190466,0.09002209,0.08644542,0.00163095,1271.704495,293368.2971,1692.156764,152639.9943,2559.926187,1376015.751,0.047616114,0.00109184,-4.04E-06,0.006611061,-4.36E-05,0.000728688,151.9990809,-207.23541,2053.686,144.96352,716.866,-10.720801,220.96558,36.347214,152.99478,3.8212633,117.1299,15.145885,77.18549,-6.697635,100.50831,-2.2273405,81.68247,-7.594019,63.080036,-5.2878537,62.337547,-5.011743,68.939964,-3.5415182,59.423965,-5.9687257,40.90435,-7.492464,46.724922,-3.0543005,36.94972,0.5590303,40.97516,-7.6033516,48.86599,-1.0085031,40.503628,-3.8683832,32.2903,0.3479088,42.783028,ghazal
genrenew30\ghazal\gz85.mp3,0.27341756,0.088383354,0.07220498,0.00107787,2049.650505,581986.2772,2376.0355,337051.8761,4560.030759,4028133.94,0.083165786,0.001922059,-6.82E-06,0.004726056,-4.30E-05,0.000507917,135.9991776,-189.60835,2776.2786,102.62023,857.5215,0.8654756,605.61694,23.499195,334.89087,8.1597,258.83026,6.699286,71.51292,-3.916621,71.578026,5.142397,81.8428,-3.5135846,83.62064,1.0532407,78.990746,-6.9159513,124.26872,0.6545703,55.085503,-1.9626918,58.571667,-1.4083012,55.305897,-5.7737656,48.704113,2.331444,42.837334,-7.453139,50.658295,-4.719581,60.721436,-6.7249775,90.4873,-0.015463247,86.2912,ghazal
genrenew30\ghazal\gz86.mp3,0.3065006,0.0882812,0.08137821,0.000944998,2102.277814,463263.1543,2412.112598,248123.4052,4709.196524,2929925.306,0.086394791,0.001796022,-2.64E-06,0.005304713,-9.87E-05,0.000846462,135.9991776,-171.11243,2579.648,97.32469,846.5594,4.075893,383.45114,25.467335,179.57309,5.2511272,146.14703,7.4033976,99.84601,-1.6377441,102.12614,10.120249,67.69381,-1.0083249,63.453426,0.6092971,75.466995,-8.353028,84.04004,-0.8107145,88.75819,0.8754744,63.78347,2.0736058,77.1826,-3.7611434,88.664406,2.2285795,58.958046,-7.380742,80.39771,-5.0871773,63.723522,-7.6051416,64.90093,0.77705425,70.25206,ghazal
genrenew30\ghazal\gz87.mp3,0.2993602,0.08739456,0.07487978,0.000798766,2075.66433,497995.2092,2356.673923,236390.2947,4558.005772,2834584.708,0.084811279,0.002316563,-5.76E-06,0.004805766,-5.08E-05,0.000508794,135.9991776,-177.18881,3247.4026,99.88208,680.8033,-3.3469834,409.80902,25.289558,241.94969,6.95599,132.95963,10.887901,77.25389,-0.8770355,93.680725,7.0309463,76.0357,-0.52730167,71.22602,-0.15865068,83.42074,-8.472803,74.14395,0.2669342,58.11893,-1.3854873,47.081455,-0.19043393,61.567944,-2.9696586,71.729095,4.2254205,82.93942,-8.39658,82.75046,-3.6335347,78.24729,-4.6988463,59.70515,2.5515957,86.28575,ghazal
genrenew30\ghazal\gz88.mp3,0.34431005,0.090067625,0.09152906,0.001205378,1941.206633,592021.4835,2288.167357,217800.4354,4267.907526,2818791.281,0.071402818,0.003195716,-5.32E-06,0.006208304,-6.85E-05,0.001270222,135.9991776,-161.82759,3295.517,107.87703,717.3759,-1.7973361,306.80487,30.877207,249.13141,7.600277,179.68965,7.315952,85.18349,-3.3491461,112.39244,6.82407,74.061195,-1.8493832,81.27217,4.852771,73.36166,-3.1433582,124.05698,1.5498357,48.38648,-1.0783753,48.223682,-0.11656772,49.302467,-0.86420923,66.78572,2.149657,44.960884,-10.352444,44.09153,-0.89675075,33.67242,-4.3766675,48.588707,1.6776344,66.302,ghazal
genrenew30\ghazal\gz89.mp3,0.30137515,0.087535486,0.066398434,0.000649446,2324.153825,703546.2291,2595.719877,203275.4471,5177.568692,3274336.907,0.09566949,0.004125887,8.34E-06,0.003536623,3.80E-05,0.000613232,161.4990234,-189.80681,2178.4346,86.72253,784.8626,13.884479,307.9547,35.240814,206.9759,11.589662,210.30563,2.2624109,69.99659,-2.7219548,94.65996,2.081709,86.088135,-6.752107,105.796585,4.250116,69.33312,-4.4159408,133.5899,-1.019197,61.070053,-5.029668,56.348225,-4.49305,63.486744,-4.911451,65.92024,-0.72196174,36.433678,-9.050391,72.24835,-0.6248066,69.84217,-5.4110994,69.367836,1.9057642,107.11237,ghazal
genrenew30\ghazal\gz90.mp3,0.30793566,0.085942194,0.058668043,0.000445014,2325.211403,810191.1064,2511.840943,254694.0444,4957.38669,3778305.711,0.106579854,0.003907197,8.64E-06,0.002523797,2.74E-05,0.000611882,161.4990234,-205.3337,3937.4497,88.76684,970.2948,14.357463,826.144,35.608826,206.46797,11.858381,181.38727,2.378981,85.344055,-4.9466743,118.38155,2.829506,80.285,-3.086235,118.37921,4.2335014,117.5602,-5.2107415,118.384315,1.5314884,110.76596,-3.1217127,101.984375,-0.110890105,121.19647,-3.5835521,100.91046,1.321682,74.61965,-5.7648225,91.22295,-0.60598016,78.767975,-5.6709266,145.87816,-1.4669402,128.79314,ghazal
genrenew30\ghazal\gz91.mp3,0.32625043,0.089665085,0.060253933,0.000598346,2317.945819,821793.9833,2598.920215,254495.0931,5185.326978,3756796.881,0.092764745,0.003562444,1.25E-05,0.002664047,0.000103298,0.000630734,161.4990234,-200.8204,3081.408,87.10857,891.47766,14.544482,409.63824,37.08265,177.82487,15.340671,237.33006,4.169107,89.274704,-3.4071963,105.21581,0.079172425,108.1796,-4.862369,76.46547,3.2202957,87.38229,-4.614674,86.05511,0.04870478,80.57245,-4.0633216,53.17889,-1.5522325,51.517525,-4.332593,58.880726,1.5345609,58.945217,-6.7974296,65.76089,0.20182154,79.31771,-3.4988375,95.09205,3.7018597,76.44469,ghazal
genrenew30\ghazal\gz92.mp3,0.2949742,0.09250434,0.071825325,0.000466305,1903.6143,677527.4851,2389.015986,332121.1874,4363.356949,4056660.408,0.06019238,0.001864551,1.62E-05,0.004144673,0.000131462,0.000477982,143.5546875,-205.49303,2193.4211,109.024704,821.3935,12.927133,403.29572,33.46765,322.3815,12.884639,269.5119,5.8093348,71.45942,0.3583249,100.11983,4.436027,108.19988,-2.8546703,82.56799,1.0529568,84.25373,-6.4705453,80.87111,3.0789018,67.113045,-1.3134992,61.254166,-3.7329426,77.15948,-4.1832843,51.48829,3.9685683,55.14577,-11.396242,61.817947,1.5594105,54.83854,-4.502563,62.81241,-1.3070483,59.99134,ghazal
genrenew30\ghazal\gz93.mp3,0.33968276,0.089497425,0.06832424,0.000510562,2293.84825,808326.0517,2593.848944,331217.9295,5222.601753,4477562.138,0.090344503,0.003445681,1.82E-05,0.003971622,0.000125458,0.000366206,143.5546875,-184.78322,1516.691,92.58038,1003.33514,14.118518,344.0525,30.35545,208.07912,10.639123,179.318,7.261756,75.525154,0.35410747,126.11213,7.1287084,103.6176,0.074231975,79.15186,1.3791592,82.309654,-5.3448315,101.705765,1.0227079,66.75554,-4.620515,66.97452,-3.3402126,77.716255,-3.8391774,44.721966,5.088309,42.657272,-9.793814,38.639084,-0.14184618,47.52652,-3.8279061,48.03197,-0.87657917,67.93312,ghazal
genrenew30\ghazal\gz94.mp3,0.29789093,0.0903541,0.07311694,0.000724836,2278.823468,823608.7484,2551.538426,291767.8216,5088.660896,3957908.345,0.089102636,0.003877858,5.47E-06,0.004698063,8.18E-05,0.000452965,143.5546875,-180.32047,1856.5692,94.11117,1004.70056,10.323069,378.3999,29.032835,265.46832,13.091737,221.62065,7.519752,72.73727,-2.5115588,108.918686,2.0536165,125.21123,-6.3343225,75.02048,0.89480513,110.61477,-5.39758,125.79969,0.67903465,84.44405,-1.4567212,68.814445,-2.7140636,60.375217,-4.612333,51.65752,2.377564,45.87743,-10.805411,59.487896,1.1637926,55.382763,-1.9112993,83.51876,-3.8001328,90.62372,ghazal
genrenew30\ghazal\gz95.mp3,0.28859425,0.09273513,0.08429449,0.000902317,1601.017605,483092.8741,2111.033014,263264.1196,3426.062616,3064835.455,0.055846223,0.001474348,1.37E-05,0.005883754,0.000145461,0.000762193,135.9991776,-198.24782,2493.461,125.3825,680.6933,6.626099,270.9975,27.710892,234.09685,3.099854,151.02211,0.7607662,126.28084,1.188432,108.32455,4.5372534,137.40425,-5.2627144,83.06848,2.8927257,53.472614,-5.7001953,93.89964,2.8020744,83.271385,-4.423587,53.44035,-2.1620545,75.09939,-3.2684035,66.88857,3.0411608,59.88713,-4.399696,79.21816,-1.953655,62.202503,-2.539864,70.309814,-1.246144,104.65708,ghazal
genrenew30\ghazal\gz96.mp3,0.267291,0.089194454,0.08414693,0.00096156,1895.868732,463767.8524,2242.611692,253269.0442,4185.533024,2882194.385,0.072472729,0.001812265,1.84E-05,0.005821887,0.000137373,0.000797681,135.9991776,-181.62183,2498.266,109.066284,751.9223,-2.1237988,366.082,29.87465,325.91852,2.672211,211.12234,0.12397563,164.64778,-3.815361,172.65506,4.145168,149.55807,-4.9832344,118.99785,0.79784846,95.600525,-5.1435814,119.3187,3.0697107,109.23384,-3.1719422,76.78179,-0.86145973,89.2509,-2.5521147,93.59881,0.7369488,73.2477,-6.538763,99.94291,-2.6370463,61.713684,-4.201153,74.38728,-3.348711,107.33368,ghazal
genrenew30\ghazal\gz97.mp3,0.26525274,0.0899519,0.07595539,0.000867992,1871.300367,641598.3643,2384.750467,489458.7997,4254.449274,5497257.226,0.065609203,0.001151,1.22E-05,0.004574144,6.55E-05,0.000930693,92.28515625,-209.73532,3523.6514,117.961914,1107.0023,18.139389,487.98935,14.692432,326.5815,1.0417392,300.08716,0.555551,125.25104,1.2855953,156.30296,-0.092666864,101.66863,-7.93963,80.55443,1.5825388,91.083336,0.6839475,155.27393,2.949063,79.80424,-3.9442203,65.29747,-3.1253781,82.70223,-3.658987,80.211586,3.1354432,87.35011,-1.6622647,176.54346,-1.3190255,117.7233,3.4619012,111.302246,-2.8660407,105.33567,ghazal
genrenew30\ghazal\gz98.mp3,0.30907682,0.086657174,0.059559315,0.000670673,2144.235696,847645.1757,2607.84817,404798.2978,4966.453302,5356449.175,0.075887674,0.002226722,1.91E-05,0.002581135,0.000102999,0.000843937,92.28515625,-224.07576,5233.7446,100.74656,971.5141,27.753456,400.843,24.102657,317.13315,3.9412532,200.76231,-0.73254454,95.19996,-3.3201368,148.1169,1.5313131,122.42491,-4.6600366,89.284355,5.0898,63.773006,0.50871086,111.032715,3.5234253,72.21951,-4.3713226,76.39346,-4.2207885,84.461555,-2.8348958,88.0766,1.53479,66.85836,-9.236908,79.89921,-5.426986,84.149055,-0.75997764,58.524334,-3.2665071,79.3294,ghazal
genrenew30\ghazal\gz99.mp3,0.28522012,0.09279217,0.07147054,0.000900397,2063.376289,531668.6102,2451.234903,231318.5582,4692.429959,2940220.033,0.074786774,0.001934934,6.88E-06,0.004036119,0.00010746,0.000740034,129.1992188,-200.28722,3061.5073,100.66263,724.1123,11.651001,306.81305,32.287327,373.6261,6.416953,263.44128,3.8404317,93.813515,-1.0339826,129.54079,0.5217499,96.048325,-1.1971345,108.32,3.9248798,75.21459,-10.757278,104.824036,-0.061630107,96.08429,-4.2480097,56.676773,-3.6629627,95.08295,2.0583801,74.43944,5.4574437,51.966736,-11.998693,56.082092,2.2454848,86.682144,-7.4655027,70.286194,-2.5571387,64.82179,ghazal
genrenew30\semiclassical\scl01.mp3,0.31969643,0.084860235,0.105978906,0.002803375,2097.520748,229878.2594,2332.287937,109874.5633,4195.307965,1787002.64,0.099319883,0.001183716,2.10E-05,0.008702619,1.45E-05,0.001887192,92.28515625,-130.74785,2303.5217,104.40769,559.71606,-18.76122,557.3133,6.7940426,369.41714,6.625196,139.15668,-6.6456485,210.02187,-8.146095,208.8618,-0.7827589,146.52068,-16.92188,241.00096,1.8290027,129.97227,-3.1961818,82.230965,-4.594906,110.62155,-9.251997,77.79051,1.7868717,115.73711,-9.097266,69.71465,3.322094,77.58514,-14.981397,136.85463,2.6503737,59.2711,-11.374598,111.71486,-4.2265444,79.8837,semiclassical
